filename,genre,tempo,zcr_mean,zcr_std,rms_mean,rms_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,mfcc01_mean,mfcc01_std,mfcc02_mean,mfcc02_std,mfcc03_mean,mfcc03_std,mfcc04_mean,mfcc04_std,mfcc05_mean,mfcc05_std,mfcc06_mean,mfcc06_std,mfcc07_mean,mfcc07_std,mfcc08_mean,mfcc08_std,mfcc09_mean,mfcc09_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc14_mean,mfcc14_std,mfcc15_mean,mfcc15_std,mfcc16_mean,mfcc16_std,mfcc17_mean,mfcc17_std,mfcc18_mean,mfcc18_std,mfcc19_mean,mfcc19_std,mfcc20_mean,mfcc20_std,chroma01_mean,chroma01_std,chroma02_mean,chroma02_std,chroma03_mean,chroma03_std,chroma04_mean,chroma04_std,chroma05_mean,chroma05_std,chroma06_mean,chroma06_std,chroma07_mean,chroma07_std,chroma08_mean,chroma08_std,chroma09_mean,chroma09_std,chroma10_mean,chroma10_std,chroma11_mean,chroma11_std,chroma12_mean,chroma12_std
blues.00000.wav,blues,123.046875,0.08304482066898686,0.027693783681433826,0.1301843225955963,0.05318251624703407,1784.1226412753101,360.20200501843135,2002.4124072733878,292.9751020236874,3805.7230301080335,949.3434134740136,-113.59882354736328,50.68894577026367,121.57067108154297,17.200206756591797,-19.162261962890625,15.348760604858398,42.36394119262695,12.28978157043457,-6.3622660636901855,12.961206436157227,18.621931076049805,9.443115234375,-13.69973373413086,8.2221097946167,15.339801788330078,8.306714057922363,-12.27430534362793,9.06751537322998,10.970945358276367,7.959053993225098,-8.326061248779297,7.859070777893066,8.802087783813477,7.161057949066162,-3.669940710067749,6.419960975646973,5.744675159454346,6.36533784866333,-5.162783145904541,7.0557942390441895,0.751706600189209,7.240478992462158,-1.6878541707992554,6.044490337371826,-0.4087299108505249,6.450051784515381,-2.3026766777038574,7.4198150634765625,1.222467064857483,6.851375579833984,0.36224275827407837,0.3270327150821686,0.3678174614906311,0.2859541177749634,0.4398345351219177,0.3161548972129822,0.24469180405139923,0.21129809319972992,0.24786202609539032,0.2562578320503235,0.33561617136001587,0.28900301456451416,0.36461836099624634,0.27721476554870605,0.4356837272644043,0.34612491726875305,0.29598569869995117,0.2537396550178528,0.31508052349090576,0.2806087136268616,0.40700846910476685,0.33296337723731995,0.38510051369667053,0.2926900386810303
blues.00001.wav,blues,107.666015625,0.05603980870552978,0.03804630719740175,0.09590782225131989,0.048710573464632034,1530.2617669893777,613.1194898044935,2038.9876082704006,462.49876020502285,3550.7136156830047,1725.7783473036059,-207.52383422851562,88.14252471923828,123.98513793945312,23.66248893737793,8.94701862335205,23.923551559448242,35.867149353027344,16.270116806030273,2.909594774246216,16.732484817504883,21.519474029541016,12.504672050476074,-8.556512832641602,14.170463562011719,23.370676040649414,11.940147399902344,-10.103608131408691,12.88854694366455,11.899242401123047,10.215539932250977,-5.558824062347412,10.25457763671875,5.377876281738281,9.808390617370605,-2.234492063522339,8.05438232421875,4.220704078674316,8.552802085876465,-6.01068639755249,7.240818977355957,0.9292941093444824,7.438949108123779,-0.7284029722213745,7.760890007019043,0.29687243700027466,6.937810897827148,-0.2824304401874542,7.1488471031188965,0.530644416809082,6.766734600067139,0.4600405693054199,0.3775941729545593,0.350182443857193,0.29700684547424316,0.32080668210983276,0.3083259165287018,0.21147149801254272,0.22876176238059998,0.20078861713409424,0.20899562537670135,0.3307943046092987,0.3109320104122162,0.39737871289253235,0.28252512216567993,0.5603551864624023,0.3668127954006195,0.38417908549308777,0.2952941358089447,0.2553260028362274,0.2331857532262802,0.2847760319709778,0.2790268659591675,0.3340936601161957,0.2691740095615387
blues.00002.wav,blues,161.4990234375,0.07629120746326373,0.031730570099435376,0.17547321319580078,0.05244862288236618,1552.8324814348227,395.56416787159105,1747.7540868495232,276.21624390702664,3042.4101154654873,885.5116455461281,-90.75716400146484,57.60110092163086,140.4408721923828,22.55784034729004,-29.08454704284668,20.29936981201172,31.68669319152832,11.998092651367188,-13.976547241210938,12.476431846618652,25.753751754760742,8.625062942504883,-13.664990425109863,10.336393356323242,11.634442329406738,10.320865631103516,-11.778322219848633,8.092109680175781,9.71475601196289,8.23664665222168,-13.125313758850098,7.5942063331604,5.7912468910217285,8.030862808227539,-8.901966094970703,7.771137237548828,-1.080160140991211,7.595407962799072,-9.22624397277832,6.042712211608887,2.4483044147491455,6.375082492828369,-7.724839687347412,6.901423454284668,-1.8190239667892456,7.23834228515625,-3.440457582473755,6.829596996307373,-2.2381274700164795,5.536528587341309,0.272900253534317,0.2114618867635727,0.1959526538848877,0.18091681599617004,0.31516557931900024,0.27153027057647705,0.40798598527908325,0.2712821960449219,0.5468202233314514,0.3501860201358795,0.32169854640960693,0.23575268685817719,0.3046568036079407,0.2418312430381775,0.2884037494659424,0.2513984441757202,0.33415207266807556,0.2472752332687378,0.4018186926841736,0.3331136703491211,0.384389728307724,0.25149980187416077,0.5885083675384521,0.35299989581108093
blues.00003.wav,blues,172.265625,0.03330886262567672,0.020561103742135052,0.14104026556015015,0.07967183738946915,1070.1534175250665,429.378631790483,1596.4225644535768,408.1076380606343,2184.8790286035382,1221.9156472279285,-199.57513427734375,74.21769714355469,150.0861053466797,21.361392974853516,5.6634039878845215,16.034643173217773,26.85527801513672,12.584161758422852,1.770071268081665,16.369903564453125,14.232646942138672,11.260880470275879,-4.827845096588135,12.487863540649414,9.286852836608887,9.01500415802002,-0.7561201453208923,9.607382774353027,8.134434700012207,8.448777198791504,-3.200026035308838,10.500921249389648,6.078081130981445,6.943667411804199,-2.478445053100586,7.534999847412109,-1.0815869569778442,7.889423370361328,-2.8744540214538574,7.18399715423584,0.7739940285682678,6.665801048278809,-3.324068784713745,7.086497783660889,0.6363106369972229,6.10947847366333,-0.6159675717353821,6.103914737701416,-3.405045986175537,5.653782367706299,0.34137147665023804,0.2502686679363251,0.4086233377456665,0.23716053366661072,0.5243189334869385,0.3261735141277313,0.5470129251480103,0.3034655749797821,0.6570751070976257,0.34500518441200256,0.5115232467651367,0.3033812940120697,0.35555389523506165,0.23165573179721832,0.2516133487224579,0.1993841975927353,0.2462705373764038,0.21507491171360016,0.31511130928993225,0.29374435544013977,0.31657928228378296,0.28098997473716736,0.38319873809814453,0.33725693821907043
blues.00004.wav,blues,135.99917763157896,0.10146053871809745,0.04420548271538123,0.09150122106075287,0.04801338538527489,1835.12851277257,585.874983035052,1748.410758453808,297.2855604932637,3579.9574708164155,1253.928346818156,-160.3541717529297,72.10481262207031,126.20948028564453,29.21080780029297,-35.58139419555664,18.27655029296875,22.139257431030273,13.919526100158691,-32.473548889160156,18.341903686523438,10.850701332092285,11.613141059875488,-23.350069046020508,9.658858299255371,0.4932492673397064,11.168416023254395,-11.796538352966309,11.400674819946289,1.2035192251205444,9.985846519470215,-13.084959030151367,8.957854270935059,-2.8104991912841797,9.29712200164795,-6.9344706535339355,9.462997436523438,-7.55387544631958,8.42114543914795,-9.167669296264648,8.703689575195312,-4.515862941741943,9.273359298706055,-5.451786041259766,8.676217079162598,-0.9159522652626038,7.323471546173096,-4.408017635345459,7.929847717285156,-11.704384803771973,7.429014205932617,0.1926048845052719,0.19528456032276154,0.31726664304733276,0.3218066692352295,0.39202219247817993,0.31211623549461365,0.2558269798755646,0.27452272176742554,0.19266360998153687,0.1791856735944748,0.5302209258079529,0.3624005913734436,0.25377947092056274,0.20737357437610626,0.1391213834285736,0.17709963023662567,0.2764243185520172,0.3034099042415619,0.32432687282562256,0.2335832267999649,0.5551238059997559,0.3558364510536194,0.272930771112442,0.21841824054718018
blues.00005.wav,blues,112.34714673913044,0.09404153373936582,0.07895058970522166,0.10345287621021271,0.06309645622968674,1832.0115969728517,1015.1274949259339,1729.5808044661633,449.2728280201723,3481.4676306917054,1809.5265116114597,-177.80174255371094,85.48365020751953,118.20316314697266,56.52614974975586,-17.570629119873047,25.575532913208008,30.760927200317383,22.038372039794922,-21.7425537109375,20.815298080444336,11.919262886047363,16.321996688842773,-20.734298706054688,13.02712631225586,3.185288190841675,11.563017845153809,-8.580818176269531,13.123480796813965,-0.9328851103782654,10.006048202514648,-11.772245407104492,8.749557495117188,-2.408763885498047,8.877084732055664,-9.348445892333984,8.950291633605957,-9.942635536193848,6.894521713256836,-3.9021835327148438,7.747302532196045,-5.574562072753906,8.519198417663574,-1.839314341545105,8.28650188446045,-2.7893166542053223,6.516941070556641,-3.047804832458496,6.308992385864258,-8.109731674194336,6.80315637588501,0.23832274973392487,0.2891397774219513,0.30023741722106934,0.21435262262821198,0.6171864867210388,0.38305309414863586,0.2357410490512848,0.1645955741405487,0.12398716062307358,0.13728348910808563,0.24376851320266724,0.2766542434692383,0.2796512544155121,0.25686129927635193,0.41129279136657715,0.336382120847702,0.2439858466386795,0.2352258712053299,0.28553327918052673,0.28150779008865356,0.2843368649482727,0.28467029333114624,0.36621910333633423,0.3061555325984955
blues.00006.wav,blues,123.046875,0.07305223740815932,0.04369405757996276,0.1417519599199295,0.09371273219585419,1459.4696908114731,661.8345705707314,1389.068445556609,430.2979447183736,2795.910729498985,1273.3843919480398,-190.0688018798828,98.25144958496094,130.27023315429688,43.973899841308594,-36.36211395263672,36.15287780761719,33.036216735839844,21.91330909729004,11.093892097473145,32.90848159790039,-0.5918819904327393,16.73653221130371,-20.89026641845703,12.315980911254883,0.2784424424171448,10.14166259765625,-6.496385097503662,11.44982624053955,-5.512735366821289,12.385570526123047,-7.8474040031433105,9.354485511779785,-3.124300718307495,8.013117790222168,-6.602821350097656,8.896451950073242,-9.949999809265137,7.939675331115723,-6.542688369750977,9.292200088500977,-10.07222843170166,9.12439250946045,-10.918622970581055,7.546555519104004,-6.965243339538574,6.18604040145874,-3.439431667327881,6.940003395080566,-6.484498977661133,8.37934684753418,0.42551302909851074,0.3657543957233429,0.2232433706521988,0.24727171659469604,0.1313476711511612,0.187509223818779,0.15259742736816406,0.21854382753372192,0.24195794761180878,0.2168290764093399,0.49116912484169006,0.38522881269454956,0.24550841748714447,0.24419952929019928,0.16911274194717407,0.193576380610466,0.28835591673851013,0.2961748540401459,0.46184447407722473,0.35324323177337646,0.3592758774757385,0.3329935371875763,0.30718594789505005,0.2706051766872406
blues.00007.wav,blues,92.28515625,0.061442246108855375,0.04299786357871877,0.13176751136779785,0.07437695562839508,1451.859413795751,670.5234080387495,1577.567115762828,410.1190064205013,2955.3197165929523,1276.5411918238867,-179.37229919433594,81.0771484375,136.44833374023438,38.4583625793457,-26.662588119506836,24.31478500366211,39.965450286865234,18.799100875854492,5.31089448928833,25.496856689453125,10.919133186340332,11.674243927001953,-20.559534072875977,12.794262886047363,8.503360748291016,12.299772262573242,-11.349763870239258,13.111818313598633,-3.470554828643799,13.350184440612793,-8.41584300994873,12.14746379852295,-6.957211017608643,9.14978313446045,-3.5460426807403564,9.65739631652832,-8.0517578125,7.577853202819824,-8.96491813659668,9.069700241088867,-8.427481651306152,8.394607543945312,-10.56428050994873,7.212375164031982,-10.785658836364746,7.7786359786987305,-4.695469379425049,8.098215103149414,-8.631641387939453,7.509123802185059,0.259356826543808,0.24992939829826355,0.2641215920448303,0.2987944483757019,0.325358122587204,0.30637601017951965,0.2177387923002243,0.26715585589408875,0.21527718007564545,0.25562870502471924,0.2957618832588196,0.2899681627750397,0.19005174934864044,0.2144635021686554,0.18074943125247955,0.239624485373497,0.2643410265445709,0.280483216047287,0.39047351479530334,0.2697281539440155,0.6486377120018005,0.3507620692253113,0.4365907609462738,0.27765801548957825
blues.00008.wav,blues,83.35433467741936,0.06402488761600927,0.027045919171916347,0.14232727885246277,0.038770075887441635,1719.4633657271252,404.11438129424437,2031.8293659117528,324.90910152458673,3782.441190998405,1123.8258620667884,-121.3897933959961,51.18275451660156,122.49832916259766,20.360193252563477,-14.734728813171387,18.47224998474121,46.122135162353516,13.925419807434082,-8.179258346557617,13.30699348449707,20.172466278076172,10.341513633728027,-19.171894073486328,7.5933709144592285,23.03683853149414,8.783775329589844,-11.83272933959961,6.524472236633301,21.15465545654297,7.6714863777160645,-6.722797393798828,6.994174957275391,6.989505767822266,7.518989562988281,-12.730548858642578,7.870708465576172,5.058538436889648,7.109649658203125,-5.1858062744140625,5.746855735778809,-1.4536041021347046,7.111833572387695,-7.042628765106201,5.376657485961914,2.6942129135131836,6.074217796325684,3.409531354904175,5.802723407745361,-2.7137441635131836,6.028459072113037,0.3196752965450287,0.22998274862766266,0.3044869899749756,0.2319355309009552,0.3666152060031891,0.2890661656856537,0.42213305830955505,0.27487125992774963,0.523810863494873,0.3509799838066101,0.4511187672615051,0.29998117685317993,0.4934428036212921,0.32780981063842773,0.35275301337242126,0.2569005489349365,0.3801381587982178,0.26482757925987244,0.46170616149902344,0.3072032034397125,0.36635974049568176,0.2621913254261017,0.4647151529788971,0.312510222196579
blues.00009.wav,blues,129.19921875,0.07917482356921887,0.03711682977865272,0.08128055185079575,0.06592553853988647,1817.2305900912734,546.0232819290533,1973.7920387617448,337.84633270291323,3943.8319655416185,1169.0955250840677,-213.2642364501953,78.31330108642578,115.16475677490234,28.253562927246094,-11.698169708251953,25.866668701171875,39.015357971191406,18.733230590820312,-20.348329544067383,23.065073013305664,13.082701683044434,16.680667877197266,-9.182700157165527,11.24507999420166,9.017151832580566,8.244038581848145,-14.1043119430542,10.492645263671875,4.271254062652588,9.623028755187988,-6.050780296325684,9.211915016174316,3.7858355045318604,10.218299865722656,0.22263547778129578,8.73759937286377,-5.106881618499756,9.242635726928711,-0.410153329372406,10.197341918945312,-1.179344892501831,7.702168941497803,-1.914707899093628,7.646007537841797,-2.293660879135132,9.117183685302734,2.884260416030884,8.777372360229492,-4.233879566192627,9.562768936157227,0.2482471615076065,0.2958844006061554,0.27315470576286316,0.2928007245063782,0.48851197957992554,0.39116281270980835,0.26800474524497986,0.24314364790916443,0.17971840500831604,0.2109065055847168,0.2677254378795624,0.3283173143863678,0.22258572280406952,0.21772782504558563,0.41535109281539917,0.38119643926620483,0.2726885676383972,0.2647292912006378,0.18117539584636688,0.21712851524353027,0.22990083694458008,0.3068211078643799,0.24054767191410065,0.27570992708206177
