filename,genre
blues.00018.wav,blues
jazz.00008.wav,jazz
reggae.00056.wav,reggae
reggae.00074.wav,reggae
reggae.00086.wav,reggae
hiphop.00049.wav,hiphop
metal.00003.wav,metal
jazz.00065.wav,jazz
classical.00093.wav,classical
pop.00075.wav,pop
country.00091.wav,country
country.00005.wav,country
jazz.00010.wav,jazz
jazz.00084.wav,jazz
hiphop.00017.wav,hiphop
reggae.00072.wav,reggae
blues.00064.wav,blues
disco.00008.wav,disco
pop.00083.wav,pop
blues.00037.wav,blues
jazz.00064.wav,jazz
reggae.00032.wav,reggae
metal.00033.wav,metal
classical.00042.wav,classical
rock.00083.wav,rock
reggae.00078.wav,reggae
classical.00008.wav,classical
blues.00067.wav,blues
reggae.00062.wav,reggae
hiphop.00094.wav,hiphop
hiphop.00097.wav,hiphop
reggae.00011.wav,reggae
blues.00075.wav,blues
jazz.00085.wav,jazz
reggae.00027.wav,reggae
pop.00023.wav,pop
blues.00025.wav,blues
classical.00078.wav,classical
reggae.00016.wav,reggae
classical.00087.wav,classical
hiphop.00006.wav,hiphop
hiphop.00061.wav,hiphop
hiphop.00038.wav,hiphop
pop.00072.wav,pop
reggae.00002.wav,reggae
pop.00035.wav,pop
rock.00050.wav,rock
country.00018.wav,country
metal.00076.wav,metal
rock.00060.wav,rock
reggae.00088.wav,reggae
country.00049.wav,country
hiphop.00031.wav,hiphop
metal.00015.wav,metal
hiphop.00065.wav,hiphop
metal.00085.wav,metal
hiphop.00007.wav,hiphop
reggae.00049.wav,reggae
classical.00066.wav,classical
reggae.00084.wav,reggae
metal.00072.wav,metal
classical.00024.wav,classical
reggae.00093.wav,reggae
jazz.00080.wav,jazz
blues.00099.wav,blues
hiphop.00047.wav,hiphop
hiphop.00064.wav,hiphop
hiphop.00035.wav,hiphop
classical.00051.wav,classical
hiphop.00058.wav,hiphop
rock.00067.wav,rock
rock.00008.wav,rock
country.00040.wav,country
reggae.00075.wav,reggae
rock.00021.wav,rock
disco.00037.wav,disco
pop.00091.wav,pop
country.00044.wav,country
jazz.00022.wav,jazz
jazz.00026.wav,jazz
blues.00087.wav,blues
classical.00003.wav,classical
jazz.00020.wav,jazz
pop.00001.wav,pop
rock.00019.wav,rock
blues.00020.wav,blues
rock.00093.wav,rock
pop.00087.wav,pop
rock.00001.wav,rock
country.00034.wav,country
hiphop.00055.wav,hiphop
reggae.00083.wav,reggae
disco.00004.wav,disco
country.00014.wav,country
blues.00043.wav,blues
country.00075.wav,country
blues.00021.wav,blues
jazz.00077.wav,jazz
pop.00016.wav,pop
blues.00047.wav,blues
pop.00049.wav,pop
blues.00070.wav,blues
pop.00012.wav,pop
classical.00013.wav,classical
classical.00055.wav,classical
pop.00068.wav,pop
blues.00083.wav,blues
rock.00082.wav,rock
rock.00072.wav,rock
classical.00028.wav,classical
reggae.00068.wav,reggae
metal.00021.wav,metal
rock.00026.wav,rock
rock.00020.wav,rock
reggae.00042.wav,reggae
classical.00092.wav,classical
reggae.00003.wav,reggae
jazz.00044.wav,jazz
metal.00068.wav,metal
blues.00057.wav,blues
disco.00068.wav,disco
classical.00027.wav,classical
metal.00060.wav,metal
classical.00026.wav,classical
blues.00090.wav,blues
classical.00038.wav,classical
classical.00035.wav,classical
disco.00021.wav,disco
metal.00074.wav,metal
hiphop.00027.wav,hiphop
disco.00007.wav,disco
country.00094.wav,country
rock.00028.wav,rock
country.00035.wav,country
classical.00025.wav,classical
rock.00085.wav,rock
blues.00030.wav,blues
disco.00028.wav,disco
rock.00049.wav,rock
metal.00020.wav,metal
hiphop.00087.wav,hiphop
country.00056.wav,country
rock.00018.wav,rock
metal.00011.wav,metal
jazz.00089.wav,jazz
jazz.00030.wav,jazz
metal.00071.wav,metal
classical.00009.wav,classical
blues.00024.wav,blues
country.00096.wav,country
reggae.00058.wav,reggae
hiphop.00072.wav,hiphop
classical.00017.wav,classical
hiphop.00088.wav,hiphop
classical.00036.wav,classical
country.00029.wav,country
hiphop.00040.wav,hiphop
country.00011.wav,country
disco.00075.wav,disco
blues.00015.wav,blues
blues.00002.wav,blues
hiphop.00011.wav,hiphop
metal.00089.wav,metal
jazz.00033.wav,jazz
disco.00069.wav,disco
blues.00003.wav,blues
disco.00095.wav,disco
jazz.00043.wav,jazz
metal.00082.wav,metal
metal.00050.wav,metal
pop.00062.wav,pop
country.00067.wav,country
jazz.00038.wav,jazz
blues.00061.wav,blues
hiphop.00015.wav,hiphop
reggae.00033.wav,reggae
country.00003.wav,country
blues.00074.wav,blues
reggae.00057.wav,reggae
reggae.00061.wav,reggae
hiphop.00032.wav,hiphop
rock.00034.wav,rock
classical.00069.wav,classical
classical.00074.wav,classical
hiphop.00042.wav,hiphop
disco.00044.wav,disco
rock.00005.wav,rock
metal.00032.wav,metal
classical.00031.wav,classical
country.00025.wav,country
reggae.00022.wav,reggae
disco.00065.wav,disco
metal.00024.wav,metal
country.00058.wav,country
classical.00058.wav,classical
rock.00091.wav,rock
country.00087.wav,country
jazz.00025.wav,jazz
disco.00045.wav,disco
reggae.00043.wav,reggae
blues.00050.wav,blues
rock.00084.wav,rock
disco.00049.wav,disco
blues.00011.wav,blues
reggae.00050.wav,reggae
metal.00095.wav,metal
pop.00098.wav,pop
hiphop.00000.wav,hiphop
pop.00084.wav,pop
reggae.00055.wav,reggae
disco.00019.wav,disco
country.00097.wav,country
country.00036.wav,country
jazz.00016.wav,jazz
country.00093.wav,country
country.00080.wav,country
metal.00039.wav,metal
hiphop.00069.wav,hiphop
country.00060.wav,country
pop.00097.wav,pop
hiphop.00026.wav,hiphop
disco.00088.wav,disco
classical.00052.wav,classical
reggae.00017.wav,reggae
country.00026.wav,country
country.00028.wav,country
blues.00005.wav,blues
classical.00012.wav,classical
metal.00023.wav,metal
disco.00087.wav,disco
jazz.00068.wav,jazz
blues.00034.wav,blues
blues.00029.wav,blues
country.00079.wav,country
reggae.00095.wav,reggae
hiphop.00068.wav,hiphop
disco.00066.wav,disco
disco.00058.wav,disco
disco.00052.wav,disco
metal.00078.wav,metal
blues.00009.wav,blues
metal.00049.wav,metal
hiphop.00085.wav,hiphop
jazz.00011.wav,jazz
reggae.00026.wav,reggae
country.00085.wav,country
blues.00017.wav,blues
metal.00013.wav,metal
reggae.00098.wav,reggae
rock.00046.wav,rock
rock.00061.wav,rock
pop.00011.wav,pop
reggae.00034.wav,reggae
hiphop.00009.wav,hiphop
disco.00000.wav,disco
blues.00086.wav,blues
disco.00002.wav,disco
pop.00079.wav,pop
disco.00030.wav,disco
pop.00026.wav,pop
classical.00060.wav,classical
reggae.00092.wav,reggae
classical.00049.wav,classical
disco.00083.wav,disco
rock.00088.wav,rock
country.00072.wav,country
classical.00084.wav,classical
jazz.00031.wav,jazz
pop.00009.wav,pop
disco.00040.wav,disco
hiphop.00080.wav,hiphop
pop.00024.wav,pop
pop.00040.wav,pop
reggae.00040.wav,reggae
reggae.00015.wav,reggae
blues.00085.wav,blues
metal.00052.wav,metal
blues.00059.wav,blues
disco.00043.wav,disco
rock.00036.wav,rock
disco.00025.wav,disco
blues.00056.wav,blues
disco.00050.wav,disco
jazz.00045.wav,jazz
classical.00037.wav,classical
rock.00009.wav,rock
rock.00041.wav,rock
pop.00082.wav,pop
disco.00036.wav,disco
reggae.00063.wav,reggae
metal.00053.wav,metal
blues.00065.wav,blues
country.00008.wav,country
reggae.00094.wav,reggae
disco.00051.wav,disco
blues.00007.wav,blues
reggae.00076.wav,reggae
reggae.00069.wav,reggae
reggae.00041.wav,reggae
hiphop.00048.wav,hiphop
blues.00028.wav,blues
hiphop.00003.wav,hiphop
reggae.00036.wav,reggae
blues.00032.wav,blues
jazz.00063.wav,jazz
classical.00081.wav,classical
disco.00086.wav,disco
blues.00026.wav,blues
rock.00092.wav,rock
country.00038.wav,country
classical.00054.wav,classical
rock.00025.wav,rock
pop.00057.wav,pop
classical.00004.wav,classical
disco.00018.wav,disco
hiphop.00022.wav,hiphop
country.00059.wav,country
country.00083.wav,country
hiphop.00051.wav,hiphop
disco.00064.wav,disco
classical.00040.wav,classical
jazz.00090.wav,jazz
disco.00029.wav,disco
metal.00001.wav,metal
hiphop.00028.wav,hiphop
classical.00043.wav,classical
rock.00014.wav,rock
jazz.00079.wav,jazz
disco.00013.wav,disco
rock.00063.wav,rock
classical.00034.wav,classical
metal.00075.wav,metal
reggae.00013.wav,reggae
blues.00060.wav,blues
reggae.00007.wav,reggae
rock.00000.wav,rock
classical.00096.wav,classical
pop.00048.wav,pop
jazz.00002.wav,jazz
metal.00080.wav,metal
rock.00039.wav,rock
country.00047.wav,country
disco.00023.wav,disco
country.00031.wav,country
classical.00041.wav,classical
pop.00063.wav,pop
disco.00060.wav,disco
rock.00044.wav,rock
hiphop.00095.wav,hiphop
rock.00071.wav,rock
jazz.00024.wav,jazz
blues.00094.wav,blues
disco.00024.wav,disco
classical.00022.wav,classical
jazz.00034.wav,jazz
reggae.00021.wav,reggae
disco.00020.wav,disco
jazz.00088.wav,jazz
rock.00053.wav,rock
reggae.00060.wav,reggae
pop.00064.wav,pop
metal.00002.wav,metal
jazz.00039.wav,jazz
pop.00030.wav,pop
metal.00070.wav,metal
reggae.00014.wav,reggae
country.00054.wav,country
disco.00039.wav,disco
blues.00062.wav,blues
disco.00077.wav,disco
rock.00003.wav,rock
disco.00085.wav,disco
blues.00048.wav,blues
classical.00047.wav,classical
rock.00081.wav,rock
pop.00020.wav,pop
jazz.00018.wav,jazz
classical.00088.wav,classical
country.00074.wav,country
hiphop.00004.wav,hiphop
pop.00077.wav,pop
disco.00027.wav,disco
country.00023.wav,country
reggae.00038.wav,reggae
hiphop.00018.wav,hiphop
disco.00015.wav,disco
jazz.00071.wav,jazz
country.00010.wav,country
classical.00006.wav,classical
blues.00008.wav,blues
jazz.00000.wav,jazz
pop.00073.wav,pop
metal.00093.wav,metal
metal.00007.wav,metal
rock.00052.wav,rock
hiphop.00075.wav,hiphop
country.00082.wav,country
metal.00059.wav,metal
jazz.00070.wav,jazz
pop.00092.wav,pop
jazz.00009.wav,jazz
hiphop.00023.wav,hiphop
rock.00074.wav,rock
blues.00010.wav,blues
jazz.00087.wav,jazz
classical.00046.wav,classical
country.00045.wav,country
reggae.00025.wav,reggae
reggae.00001.wav,reggae
pop.00059.wav,pop
disco.00014.wav,disco
jazz.00027.wav,jazz
rock.00062.wav,rock
country.00076.wav,country
pop.00002.wav,pop
hiphop.00013.wav,hiphop
metal.00077.wav,metal
blues.00023.wav,blues
country.00030.wav,country
country.00086.wav,country
rock.00004.wav,rock
reggae.00064.wav,reggae
disco.00048.wav,disco
metal.00051.wav,metal
jazz.00019.wav,jazz
reggae.00066.wav,reggae
blues.00038.wav,blues
pop.00015.wav,pop
disco.00056.wav,disco
disco.00003.wav,disco
rock.00086.wav,rock
pop.00046.wav,pop
hiphop.00036.wav,hiphop
country.00000.wav,country
blues.00033.wav,blues
hiphop.00098.wav,hiphop
classical.00001.wav,classical
disco.00062.wav,disco
pop.00004.wav,pop
rock.00096.wav,rock
country.00078.wav,country
metal.00025.wav,metal
country.00006.wav,country
rock.00006.wav,rock
classical.00094.wav,classical
disco.00016.wav,disco
hiphop.00092.wav,hiphop
pop.00031.wav,pop
jazz.00001.wav,jazz
jazz.00094.wav,jazz
disco.00022.wav,disco
classical.00075.wav,classical
blues.00052.wav,blues
classical.00000.wav,classical
jazz.00051.wav,jazz
blues.00035.wav,blues
jazz.00052.wav,jazz
blues.00097.wav,blues
reggae.00029.wav,reggae
hiphop.00008.wav,hiphop
classical.00077.wav,classical
metal.00028.wav,metal
blues.00096.wav,blues
disco.00046.wav,disco
pop.00019.wav,pop
pop.00007.wav,pop
country.00073.wav,country
reggae.00018.wav,reggae
jazz.00099.wav,jazz
pop.00080.wav,pop
country.00015.wav,country
classical.00068.wav,classical
jazz.00097.wav,jazz
disco.00042.wav,disco
blues.00031.wav,blues
blues.00004.wav,blues
pop.00000.wav,pop
jazz.00041.wav,jazz
pop.00081.wav,pop
rock.00023.wav,rock
pop.00055.wav,pop
reggae.00020.wav,reggae
blues.00055.wav,blues
pop.00090.wav,pop
disco.00001.wav,disco
country.00009.wav,country
country.00007.wav,country
reggae.00000.wav,reggae
metal.00084.wav,metal
rock.00065.wav,rock
country.00020.wav,country
classical.00098.wav,classical
blues.00013.wav,blues
blues.00091.wav,blues
rock.00024.wav,rock
country.00062.wav,country
pop.00006.wav,pop
jazz.00059.wav,jazz
disco.00006.wav,disco
blues.00093.wav,blues
metal.00073.wav,metal
country.00002.wav,country
classical.00045.wav,classical
country.00057.wav,country
pop.00041.wav,pop
metal.00009.wav,metal
blues.00014.wav,blues
classical.00032.wav,classical
reggae.00005.wav,reggae
blues.00089.wav,blues
disco.00097.wav,disco
reggae.00079.wav,reggae
jazz.00029.wav,jazz
pop.00058.wav,pop
metal.00091.wav,metal
disco.00059.wav,disco
rock.00013.wav,rock
blues.00084.wav,blues
country.00071.wav,country
jazz.00062.wav,jazz
country.00092.wav,country
rock.00056.wav,rock
hiphop.00077.wav,hiphop
disco.00010.wav,disco
blues.00040.wav,blues
pop.00066.wav,pop
rock.00051.wav,rock
reggae.00031.wav,reggae
classical.00018.wav,classical
reggae.00077.wav,reggae
disco.00071.wav,disco
pop.00017.wav,pop
country.00027.wav,country
classical.00095.wav,classical
disco.00072.wav,disco
jazz.00091.wav,jazz
rock.00022.wav,rock
jazz.00060.wav,jazz
classical.00059.wav,classical
hiphop.00060.wav,hiphop
pop.00089.wav,pop
country.00098.wav,country
metal.00096.wav,metal
